Unnamed: 0,name,domain,year founded,industry,size range,locality,country,linkedin url,current employee estimate,total employee estimate,total employee estimate1,current employee estimate1
6971199,my own company,under-progress.com,,education management,10001+,,,linkedin.com/company/my-own-company_2,9048,9149,9149.0,9048
189812,sanmina,sanmina.com,1980.0,electrical/electronic manufacturing,10001+,"san jose, california, united states",united states,linkedin.com/company/sanmina,9026,19910,19910.0,9026
3207402,department for work and pensions (dwp),dwp.gov.uk,1948.0,government administration,10001+,"london, london, united kingdom",united kingdom,linkedin.com/company/dwp,9020,19538,19538.0,9020
6665771,independiente,fertv.es,,entertainment,10001+,,,linkedin.com/company/independiente_27,9007,9795,9795.0,9007
5396498,uc davis,ucdavis.edu,1908.0,higher education,10001+,"davis, california, united states",united states,linkedin.com/company/uc-davis,9005,28606,28606.0,9005
4646730,mahindra & mahindra,mahindra.com,1945.0,automotive,10001+,"bombay, maharashtra, india",india,linkedin.com/company/mahindra-&-mahindra,8998,20463,20463.0,8998
2691048,kone,kone.com,1910.0,mechanical or industrial engineering,10001+,"espoo, uusimaa, finland",finland,linkedin.com/company/kone,8996,16946,16946.0,8996
4751938,atento,atento.com,1999.0,telecommunications,10001+,"madrid, madrid, spain",united states,linkedin.com/company/atento,8980,29830,29830.0,8980
5315002,rsm us llp,rsmus.com,1926.0,accounting,10001+,"chicago, illinois, united states",united states,linkedin.com/company/rsm-us-llp,8966,22770,22770.0,8966
5321372,state of michigan,michigan.gov,1837.0,government administration,10001+,"lansing, michigan, united states",united states,linkedin.com/company/state-of-michigan,8963,14012,14012.0,8963
5515354,cemex,cemex.com,1906.0,building materials,10001+,"san pedro garza garcÃ­a, nuevo leÃ³n, mexico",mexico,linkedin.com/company/cemex,8962,22190,22190.0,8962
6051969,verizon business,verizonenterprise.com,1988.0,information technology and services,10001+,"basking ridge, new jersey, united states",united states,linkedin.com/company/verizonenterprisesolutions,8942,33858,33858.0,8942
5271078,pratt & whitney,utc.com,1925.0,aviation & aerospace,10001+,"east hartford, connecticut, united states",united states,linkedin.com/company/pratt-&-whitney,8924,20376,20376.0,8924
192217,shire,shire.com,1986.0,biotechnology,10001+,"dublin, dublin, ireland",ireland,linkedin.com/company/shire,8909,16980,16980.0,8909
182223,monash university,monash.edu,,higher education,10001+,"clayton, victoria, australia",australia,linkedin.com/company/monash-university,8904,20714,20714.0,8904
4118584,us air force reserve,afreserve.com,1948.0,military,10001+,"tinker afb, oklahoma, united states",united states,linkedin.com/company/us-air-force-reserve,8903,17606,17606.0,8903
5865765,intermountain healthcare,,1975.0,hospital & health care,10001+,"murray, utah, united states",united states,linkedin.com/company/intermountain-healthcare,8900,15063,15063.0,8900
1211259,the kraft heinz company,kraftheinzcompany.com,2015.0,food & beverages,10001+,"pittsburgh, pennsylvania, united states",united states,linkedin.com/company/the-kraft-heinz-company,8898,24428,24428.0,8898
3431043,canada post / postes canada,canadapost.ca,,package/freight delivery,10001+,"ottawa, ontario, canada",canada,linkedin.com/company/canada-post,8897,13814,13814.0,8897
5305767,enel,enel.com,1962.0,utilities,10001+,"rome, lazio, italy",italy,linkedin.com/company/enel,8892,14556,14556.0,8892
6543832,correios,correios.com.br,1969.0,government administration,10001+,"brasÃ­lia, federal district, brazil",brazil,linkedin.com/company/correios,8880,14868,14868.0,8880
3950335,cb&i,cbi.com,1889.0,oil & energy,10001+,"the woodlands, texas, united states",united states,linkedin.com/company/cb&i,8878,24410,24410.0,8878
5159156,usda,usda.gov,1862.0,government administration,10001+,"washington, district of columbia, united states",united states,linkedin.com/company/usda,8873,18998,18998.0,8873
6923109,"securitas security services usa, inc.",securitasinc.com,1850.0,security and investigations,10001+,"stockholm, stockholms lan, sweden",sweden,linkedin.com/company/securitas-security-services-usa-inc,8851,18536,18536.0,8851
3488104,suncor energy,suncor.com,1967.0,oil & energy,10001+,"calgary, alberta, canada",canada,linkedin.com/company/suncor-energy,8820,21158,21158.0,8820
3120241,sinsilog's network and marketing,lagendaperang.blogspot.com,,marketing and advertising,10001+,"pitas, sabah, malaysia",malaysia,linkedin.com/company/sinsilog's-network-and-marketing,8815,8852,8852.0,8815
5799337,luxottica,luxottica.com,1961.0,apparel & fashion,10001+,"milan, lombardy, italy",italy,linkedin.com/company/luxottica,8804,21785,21785.0,8804
1817912,c&a,c-and-a.com,1841.0,apparel & fashion,10001+,"dusseldorf, nordrhein-westfalen, germany",germany,linkedin.com/company/c&a,8800,22824,22824.0,8800
3065549,national institutes of health,nih.gov,1887.0,research,10001+,"bethesda, maryland, united states",united states,linkedin.com/company/national-institutes-of-health,8782,25169,25169.0,8782
4282743,kindred healthcare,kindredhealthcare.com,1985.0,hospital & health care,10001+,"louisville, kentucky, united states",united states,linkedin.com/company/kindred-healthcare,8775,18259,18259.0,8775
2501749,home instead senior care,homeinstead.com,1994.0,individual & family services,10001+,"omaha, nebraska, united states",united states,linkedin.com/company/home-instead-senior-care,8759,13772,13772.0,8759
147405,tyson foods,tysonfoods.com,1935.0,food production,10001+,"springdale, arkansas, united states",united states,linkedin.com/company/tyson-foods,8747,16056,16056.0,8747
64621,clark county school district,ccsd.net,1956.0,education management,10001+,"las vegas, nevada, united states",united states,linkedin.com/company/clark-county-school-district,8744,12246,12246.0,8744
618247,lendlease,lendlease.com,1958.0,construction,10001+,"sydney, new south wales, australia",australia,linkedin.com/company/lend-lease,8719,23958,23958.0,8719
4113367,cnrs,cnrs.fr,1939.0,research,10001+,"paris, Ã®le-de-france, france",france,linkedin.com/company/cnrs,8717,25114,25114.0,8717
2227531,tieto,tieto.com,1968.0,information technology and services,10001+,"helsinki, uusimaa, finland",finland,linkedin.com/company/tieto,8694,21221,21221.0,8694
4468113,british council,britishcouncil.org,1934.0,non-profit organization management,10001+,"london, england, united kingdom",united kingdom,linkedin.com/company/british-council,8693,27769,27769.0,8693
4770115,sage,sage.com,1981.0,computer software,10001+,"newcastle upon tyne, newcastle upon tyne, united kingdom",united kingdom,linkedin.com/company/sage-software,8682,21474,21474.0,8682
4967060,petrofac,petrofac.com,1981.0,oil & energy,10001+,"london, greater london, united kingdom",united kingdom,linkedin.com/company/petrofac_3,8675,19649,19649.0,8675
1397568,subito band,,,music,10001+,,,linkedin.com/company/subito-band,8658,8753,8753.0,8658
3058274,meb,mebapts.com,1998.0,real estate,10001+,"tucson, arizona, united states",united states,linkedin.com/company/meb-management-services-morrison-ekre-&-bart-management-services-,8648,9024,9024.0,8648
6113779,concentrix,concentrix.com,1983.0,outsourcing/offshoring,10001+,"fremont, california, united states",united states,linkedin.com/company/concentrix,8642,16928,16928.0,8642
1102142,capgemini consulting,capgemini-consulting.com,1990.0,management consulting,10001+,"paris, Ã®le-de-france, france",france,linkedin.com/company/capgemini-consulting,8638,22019,22019.0,8638
1304191,paychex,paychex.com,1971.0,human resources,10001+,"rochester, new york, united states",united states,linkedin.com/company/paychex,8631,20664,20664.0,8631
713061,nil,,,real estate,10001+,,,linkedin.com/company/nil,8622,11017,11017.0,8622
1571498,union pacific railroad,up.com,1862.0,transportation/trucking/railroad,10001+,"omaha, nebraska, united states",united states,linkedin.com/company/unionpacific,8619,14022,14022.0,8619
3554703,gap inc.,gapinc.com,1969.0,retail,10001+,"san francisco, california, united states",united states,linkedin.com/company/gap-inc-,8610,41628,41628.0,8610
2622589,volkswagen ag,volkswagenag.com,1937.0,automotive,10001+,"wolfsburg, niedersachsen, germany",germany,linkedin.com/company/volkswagen-ag,8603,20259,20259.0,8603
964037,sysco,sysco.com,1970.0,food & beverages,10001+,"houston, texas, united states",united states,linkedin.com/company/sysco,8585,17078,17078.0,8585
406131,grainger,grainger.com,1927.0,business supplies and equipment,10001+,"lake forest, illinois, united states",united states,linkedin.com/company/w.w.-grainger,8556,19267,19267.0,8556
1032620,university,tasu.edu.ng,,research,10001+,,,linkedin.com/company/university,8533,9024,9024.0,8533
2778534,colliers international,colliers.com,1976.0,commercial real estate,10001+,"seattle, washington, united states",united states,linkedin.com/company/colliers-international,8528,20022,20022.0,8528
1231713,flipkart,flipkart.com,2007.0,internet,10001+,"bangalore, karnataka, india",india,linkedin.com/company/flipkart,8528,13572,13572.0,8528
975311,indiana university bloomington,iub.edu,1820.0,higher education,10001+,"bloomington, indiana, united states",united states,linkedin.com/company/indiana-university-bloomington,8505,27690,27690.0,8505
6687775,government of canada,canada.ca,1867.0,government administration,10001+,"ottawa, ontario, canada",canada,linkedin.com/company/government-of-canada,8500,15044,15044.0,8500
3593709,urs corporation,urs.com,,civil engineering,10001+,"san francisco, california, united states",united states,linkedin.com/company/urs-corporation,8498,33749,33749.0,8498
2909051,carolinas healthcare system,carolinashealthcare.org,1943.0,hospital & health care,10001+,"charlotte, north carolina, united states",united states,linkedin.com/company/carolinas-healthcare-system,8497,14989,14989.0,8497
3483,hsbc retail banking and wealth management,,1865.0,financial services,10001+,"london, london, united kingdom",united kingdom,linkedin.com/company/hsbc-retail-banking-and-wealth-management,8476,18979,18979.0,8476
4048850,motorola solutions,motorolasolutions.com,1928.0,information technology and services,10001+,"schaumburg, illinois, united states",united states,linkedin.com/company/motorolasolutions,8474,26112,26112.0,8474
1666362,petsmart,petsmart.com,1987.0,retail,10001+,"phoenix, arizona, united states",united states,linkedin.com/company/petsmart,8461,23760,23760.0,8461
4737462,memorial sloan kettering cancer center,mskcc.org,1884.0,hospital & health care,10001+,"new york, new york, united states",united states,linkedin.com/company/memorial-sloan-kettering-cancer-center,8449,18045,18045.0,8449
43696,zimmer biomet,zimmerbiomet.com,1927.0,medical devices,10001+,"warsaw, indiana, united states",united states,linkedin.com/company/zimmerbiomet,8433,17621,17621.0,8433
6908721,transport for london,tfl.gov.uk,2000.0,transportation/trucking/railroad,10001+,"london, greater london, united kingdom",united kingdom,linkedin.com/company/transport-for-london,8419,17806,17806.0,8419
1683680,netapp,netapp.com,1992.0,information technology and services,10001+,"sunnyvale, california, united states",united states,linkedin.com/company/netapp,8412,21110,21110.0,8412
3047612,aphp,aphp.fr,1849.0,hospital & health care,10001+,"paris, Ã®le-de-france, france",france,linkedin.com/company/ap-hp,8411,14475,14475.0,8411
5266071,any company,estherkool.nl,,motion pictures and film,10001+,,,linkedin.com/company/any-company,8410,9763,9763.0,8410
6321467,university of illinois at chicago,uic.edu,1965.0,higher education,10001+,"chicago, illinois, united states",united states,linkedin.com/company/university-of-illinois-at-chicago,8407,24112,24112.0,8407
1481086,avaya,avaya.com,2000.0,telecommunications,10001+,"santa clara, california, united states",united states,linkedin.com/company/avaya,8405,29350,29350.0,8405
4343101,air canada,aircanada.com,1937.0,airlines/aviation,10001+,"montrÃ©al, quebec, canada",canada,linkedin.com/company/air-canada,8404,14547,14547.0,8404
6472214,repsol,repsol.com,1986.0,oil & energy,10001+,"madrid, madrid, spain",spain,linkedin.com/company/repsol,8381,19609,19609.0,8381
5149237,uwv,uwv.nl,2002.0,government administration,10001+,"noord, noord-brabant, netherlands",netherlands,linkedin.com/company/uwv,8352,19956,19956.0,8352
1530139,sandvik,sandvik.com,1862.0,mining & metals,10001+,,,linkedin.com/company/sandvik,8345,19340,19340.0,8345
1206616,propia,depco.cl,,paper & forest products,10001+,,luxembourg,linkedin.com/company/propia_5,8343,8805,8805.0,8343
5652854,odebrecht,odebrecht.com,1944.0,construction,10001+,"bau, mato grosso, brazil",brazil,linkedin.com/company/odebrecht,8343,21532,21532.0,8343
1194398,beaumont health system,beaumont.org,,hospital & health care,10001+,"royal oak, michigan, united states",united states,linkedin.com/company/beaumont-health,8342,13950,13950.0,8342
5835631,sandoz,sandoz.com,1886.0,pharmaceuticals,10001+,"holzkirchen, bavaria, germany",germany,linkedin.com/company/sandoz,8315,21829,21829.0,8315
2870475,c.h. robinson,chrobinson.com,1905.0,logistics and supply chain,10001+,"eden prairie, minnesota, united states",united states,linkedin.com/company/c-h-robinson,8301,17158,17158.0,8301
4744928,yok,erpclub.org,2003.0,internet,10001+,,,linkedin.com/company/yok,8301,10232,10232.0,8301
1683893,sou autonomo,vpr.com.br,2010.0,graphic design,10001+,"porto alegre, rio grande do sul, brazil",brazil,linkedin.com/company/sou-autonomo,8295,8389,8389.0,8295
1519300,aia,aia.com,1919.0,insurance,10001+,"hong kong, central and western district, hong kong",hong kong,linkedin.com/company/aia,8286,15368,15368.0,8286
2569248,chanel,chanel.com,1883.0,luxury goods & jewelry,10001+,"paris, Ã®le-de-france, france",france,linkedin.com/company/chanel,8268,22222,22222.0,8268
754551,comunidad de madrid,madrid.org,1983.0,government administration,10001+,"madrid, madrid, spain",spain,linkedin.com/company/comunidad-de-madrid,8267,12406,12406.0,8267
6863580,not applicable,,,information technology and services,10001+,,,linkedin.com/company/not-applicable,8266,9136,9136.0,8266
6045530,jti (japan tobacco international),jti.com,1999.0,tobacco,10001+,"honolulu, hawaii, united states",switzerland,linkedin.com/company/jti,8262,16968,16968.0,8262
2147320,bnsf railway,bnsf.com,,transportation/trucking/railroad,10001+,"fort worth, texas, united states",united states,linkedin.com/company/bnsf-railway,8261,12343,12343.0,8261
179883,university of north carolina at chapel hill,unc.edu,,higher education,10001+,"chapel hill, north carolina, united states",united states,linkedin.com/company/university-of-north-carolina-at-chapel-hill,8258,26305,26305.0,8258
2788500,us foods,usfoods.com,,food & beverages,10001+,"rosemont, illinois, united states",united states,linkedin.com/company/us-foods,8257,15600,15600.0,8257
6478022,u.s. department of justice,usdoj.gov,,law practice,10001+,"washington, district of columbia, united states",united states,linkedin.com/company/u-s--department-of-justice,8248,21564,21564.0,8248
273917,cipla,cipla.com,1935.0,pharmaceuticals,10001+,"bombay, maharashtra, india",india,linkedin.com/company/cipla,8248,16039,16039.0,8248
2317316,old mutual,oldmutual.com,1845.0,financial services,10001+,"london, greater london, united kingdom",united kingdom,linkedin.com/company/old-mutual,8247,15516,15516.0,8247
705053,houston isd,houstonisd.org,1879.0,education management,10001+,"houston, texas, united states",united states,linkedin.com/company/houston-isd,8239,13596,13596.0,8239
4909976,"the tjx companies, inc.",tjx.com,1956.0,retail,10001+,"framingham, massachusetts, united states",united states,linkedin.com/company/tjx,8237,20004,20004.0,8237
1570731,booking.com,workingatbooking.com,1996.0,internet,10001+,"orange, florida, united states",netherlands,linkedin.com/company/booking.com,8217,14841,14841.0,8217
4595792,policia nacional de colombia,policianacional.gov.co,,financial services,10001+,,,linkedin.com/company/policia-nacional-de-colombia,8217,9705,9705.0,8217
307911,northwestern university,northwestern.edu,1851.0,higher education,10001+,"evanston, illinois, united states",united states,linkedin.com/company/northwestern-university,8214,24144,24144.0,8214
493267,harris corporation,harris.com,1895.0,defense & space,10001+,"melbourne, florida, united states",united states,linkedin.com/company/harris-corporation,8213,19467,19467.0,8213
6540969,utc aerospace systems,utcaerospacesystems.com,2012.0,aviation & aerospace,10001+,"charlotte, north carolina, united states",united states,linkedin.com/company/utc_aerospace_systems,8209,14707,14707.0,8209
1937917,express scripts,express-scripts.com,1986.0,hospital & health care,10001+,"st. louis, missouri, united states",united states,linkedin.com/company/express-scripts,8194,19217,19217.0,8194
5427908,crÃ©dit agricole,credit-agricole.com,,banking,10001+,"montrouge, ile-de-france, france",france,linkedin.com/company/credit-agricole,8178,29711,29711.0,8178
1307475,infineon technologies,infineon.com,1999.0,semiconductors,10001+,"neubiberg, bayern, germany",united states,linkedin.com/company/infineon-technologies,8178,19604,19604.0,8178
1294443,mott macdonald,mottmac.com,1902.0,civil engineering,10001+,"surrey, surrey, united kingdom",united kingdom,linkedin.com/company/mott-macdonald,8177,17615,17615.0,8177
888229,caci international inc,caci.com,1962.0,information technology and services,10001+,"arlington, virginia, united states",united states,linkedin.com/company/caci-international-inc,8174,20112,20112.0,8174
2243106,hertz,hertz.com,1918.0,"leisure, travel & tourism",10001+,"naples, florida, united states",united states,linkedin.com/company/hertz,8172,26164,26164.0,8172
3515246,saudi telecom company,stc.com.sa,1998.0,telecommunications,10001+,"riyadh, ar riyÄá¸‘, saudi arabia",saudi arabia,linkedin.com/company/stc,8168,12951,12951.0,8168
6091826,city of toronto,toronto.ca,,government administration,10001+,"toronto, ontario, canada",canada,linkedin.com/company/city-of-toronto,8156,15407,15407.0,8156
376924,adt,adt.com,1874.0,security and investigations,10001+,"boca raton, florida, united states",united states,linkedin.com/company/adt,8150,23835,23835.0,8150
5530265,amadeus it group,amadeus.com,1987.0,information technology and services,10001+,"madrid, madrid, spain",spain,linkedin.com/company/amadeus,8143,17138,17138.0,8143
3334136,merck group,merckgroup.com,,pharmaceuticals,10001+,"darmstadt, hesse, germany",germany,linkedin.com/company/merck-group,8140,15862,15862.0,8140
5540061,"the ritz-carlton hotel company, l.l.c.",ritzcarlton.com,1983.0,hospitality,10001+,"orlando, florida, united states",united states,linkedin.com/company/the-ritz-carlton-hotel-company-llc,8134,30561,30561.0,8134
3355052,vestas,vestas.com,1898.0,renewables & environment,10001+,"arhus, midtjylland, denmark",denmark,linkedin.com/company/vestas,8130,18230,18230.0,8130
6050638,robert half,roberthalf.com,1948.0,staffing and recruiting,10001+,"menlo park, california, united states",united states,linkedin.com/company/robert-half-international,8118,31518,31518.0,8118
912234,indusind bank,indusind.com,1994.0,banking,10001+,"gurgaon, haryana, india",india,linkedin.com/company/indusind-bank,8115,15327,15327.0,8115
3741408,nyu langone medical center,nyulangone.org,1841.0,hospital & health care,10001+,"new york, new york, united states",united states,linkedin.com/company/nyu-medical-center,8110,16589,16589.0,8110
2524980,forever living products (uk) ltd,foreverliving.com,1978.0,"health, wellness and fitness",10001+,,,linkedin.com/company/foreveruk,8109,9990,9990.0,8109
4538101,mercy,mercy.net,1986.0,hospital & health care,10001+,"chesterfield, missouri, united states",united states,linkedin.com/company/mercy,8102,13007,13007.0,8102
1357488,sogeti,sogeti.com,1967.0,information technology and services,10001+,"paris, Ã®le-de-france, france",france,linkedin.com/company/sogeti,8100,23187,23187.0,8100
1012883,carlson wagonlit travel,carlsonwagonlit.com,1994.0,"leisure, travel & tourism",10001+,"france, aquitaine, france",france,linkedin.com/company/carlson-wagonlit-travel,8099,21252,21252.0,8099
2505163,the university of arizona,arizona.edu,1890.0,higher education,10001+,"tucson, arizona, united states",united states,linkedin.com/company/the-university-of-arizona,8096,24195,24195.0,8096
1445856,university of south florida,usf.edu,1956.0,higher education,10001+,"tampa, florida, united states",united states,linkedin.com/company/usouthflorida,8087,20986,20986.0,8087
3156438,colorado state university,colostate.edu,1870.0,higher education,10001+,"fort collins, colorado, united states",united states,linkedin.com/company/colorado-state-university,8072,22634,22634.0,8072
1135213,university of melbourne,unimelb.edu.au,,higher education,10001+,"parkville, new south wales, australia",australia,linkedin.com/company/university-of-melbourne,8066,19635,19635.0,8066
5060892,cox communications,cox.com,1984.0,broadcast media,10001+,"atlanta, georgia, united states",united states,linkedin.com/company/cox-communications,8064,20692,20692.0,8064
2825282,young living essential oils,youngliving.com,1993.0,"health, wellness and fitness",10001+,"lehi, utah, united states",united states,linkedin.com/company/young-living-essential-oils,8060,9013,9013.0,8060
2743244,"royal caribbean cruises, ltd.",royalcaribbean.com,1968.0,"leisure, travel & tourism",10001+,"miami, florida, united states",united states,linkedin.com/company/royal-caribbean,8059,20354,20354.0,8059
6109982,wipro bpo,,2000.0,outsourcing/offshoring,10001+,"bangalore, karnataka, india",india,linkedin.com/company/wipro-bpo,8054,21072,21072.0,8054
599000,north carolina state university,ncsu.edu,1887.0,higher education,10001+,"raleigh, north carolina, united states",united states,linkedin.com/company/north-carolina-state-university,8052,26505,26505.0,8052
1095075,diebold nixdorf,diebold.com,1859.0,financial services,10001+,"north canton, ohio, united states",united states,linkedin.com/company/diebold,8048,17178,17178.0,8048
536999,national bank of canada,nbc.ca,1859.0,banking,10001+,"montrÃ©al, quebec, canada",canada,linkedin.com/company/national-bank-of-canada,8045,17039,17039.0,8045
4587670,independent  contractor,visualintrusion.com,,design,10001+,,,linkedin.com/company/independent-contractor_9,8041,10658,10658.0,8041
6210256,bayer cropscience,,1863.0,chemicals,10001+,"monheim am rhein, north rhine-westphalia, germany",germany,linkedin.com/company/bayer-cropscience,8034,16747,16747.0,8034
7040100,university of cincinnati,uc.edu,1819.0,higher education,10001+,"cincinnati, ohio, united states",united states,linkedin.com/company/university-of-cincinnati,8034,20790,20790.0,8034
199844,department of education - philippines,deped.gov.ph,,education management,10001+,"pasig city, metro manila, philippines",philippines,linkedin.com/company/department-of-education---philippines,8034,8832,8832.0,8034
207543,fda,fda.gov,1906.0,government administration,10001+,"silver spring, maryland, united states",united states,linkedin.com/company/fda,8032,14167,14167.0,8032
6882206,elektrohm,elektrohm.sfr,,electrical/electronic manufacturing,10001+,,,linkedin.com/company/elektrohm,8021,8106,8106.0,8021
4630308,ust global,ust-global.com,1999.0,information technology and services,10001+,"aliso viejo, california, united states",united states,linkedin.com/company/ust-global,8010,15642,15642.0,8010
6889132,ge oil & gas,geoilandgas.com,,oil & energy,10001+,"houston, texas, united states",united states,linkedin.com/company/ge-oil-&-gas,8009,22305,22305.0,8009
3229214,geodis,geodis.com,1904.0,logistics and supply chain,10001+,"france, aquitaine, france",france,linkedin.com/company/geodis,8009,18783,18783.0,8009
7116690,deloitte consulting,,,management consulting,10001+,"new york, new york, united states",united states,linkedin.com/company/deloitteconsulting,8005,10657,10657.0,8005
6419115,studio legale,marcosasso.eu,,law practice,10001+,,,linkedin.com/company/studio-legale,8001,11497,11497.0,8001
513905,ntt data services,nttdata.com,1965.0,information technology and services,10001+,"plano, texas, united states",united states,linkedin.com/company/ntt-data-americas,7998,13146,13146.0,7998
112680,taco bell,tacobell.com,,restaurants,10001+,"irvine, california, united states",united states,linkedin.com/company/taco-bell,7989,23448,23448.0,7989
2971431,georgia-pacific llc,gp.com,1927.0,paper & forest products,10001+,"atlanta, georgia, united states",united states,linkedin.com/company/georgia-pacific-llc,7971,20880,20880.0,7971
4526438,igate,igate.com,1978.0,information technology and services,10001+,"bridgewater, new jersey, united states",united states,linkedin.com/company/igate-technologies,7954,26316,26316.0,7954
5273376,"stanley black & decker, inc.",stanleyblackanddecker.com,1843.0,consumer goods,10001+,"new britain, connecticut, united states",united states,linkedin.com/company/stanley-black-decker-inc,7949,16322,16322.0,7949
2119595,red bull,redbull.com,1987.0,food & beverages,10001+,"fuschl am see, salzburg, austria",austria,linkedin.com/company/red-bull,7942,28990,28990.0,7942
4903966,spectrum health,spectrumhealth.org,1997.0,hospital & health care,10001+,"grand rapids, michigan, united states",united states,linkedin.com/company/spectrum-health,7929,12790,12790.0,7929
3747435,etihad airways,etihad.com,2003.0,airlines/aviation,10001+,"abu dhabi, abu dhabi, united arab emirates",united arab emirates,linkedin.com/company/etihadairways,7918,12621,12621.0,7918
6946537,arthur j. gallagher & co.,ajg.com,1927.0,insurance,10001+,"rolling meadows, illinois, united states",united states,linkedin.com/company/gallagher-global,7898,15314,15314.0,7898
4640326,university of alberta,ualberta.ca,1908.0,higher education,10001+,"edmonton, alberta, canada",canada,linkedin.com/company/university-of-alberta,7893,20273,20273.0,7893
6598860,embraer,embraer.com,1969.0,aviation & aerospace,10001+,"sÃ£o josÃ© dos campos, sao paulo, brazil",brazil,linkedin.com/company/embraer,7890,16143,16143.0,7890
6468252,new york-presbyterian hospital,,,hospital & health care,10001+,"new york, new york, united states",united states,linkedin.com/company/new-york-presbyterian-hospital,7890,16563,16563.0,7890
5354244,raymond james,raymondjames.com,1962.0,financial services,10001+,"st. petersburg, florida, united states",united states,linkedin.com/company/raymond-james-financial-inc-,7871,15506,15506.0,7871
4756535,florida hospital,floridahospital.com,1908.0,hospital & health care,10001+,"orlando, florida, united states",united states,linkedin.com/company/florida-hospital,7866,13931,13931.0,7866
3788067,amec foster wheeler,amecfw.com,2012.0,oil & energy,10001+,"london, london, united kingdom",united kingdom,linkedin.com/company/amecfw,7859,17596,17596.0,7859
4272799,ooo,,,legal services,10001+,,,linkedin.com/company/adi-bs-info,7859,9211,9211.0,7859
4688605,pra health sciences,prahs.com,1976.0,research,10001+,"raleigh, north carolina, united states",united states,linkedin.com/company/pra-international,7854,13956,,7854
1782864,it works global,itworks.com,2001.0,"health, wellness and fitness",10001+,"palmetto, florida, united states",united states,linkedin.com/company/it-works-global,7854,9401,,7854
4822774,meijer,meijer.com,1934.0,retail,10001+,"grand rapids, michigan, united states",united states,linkedin.com/company/meijer,7845,20333,,7845
1656995,labcorp,labcorp.com,,hospital & health care,10001+,"burlington, north carolina, united states",united states,linkedin.com/company/labcorp,7835,15149,,7835
524579,autonomo,,,automotive,10001+,,,linkedin.com/company/autonomo_10,7830,8985,,7830
30667,coles,coles.com.au,1914.0,retail,10001+,,,linkedin.com/company/coles,7823,21865,,7823
94103,qantas,qantas.com.au,1920.0,airlines/aviation,10001+,,,linkedin.com/company/qantas,7823,17490,,7823
6385050,university of kentucky,,,higher education,10001+,,,linkedin.com/company/universityofkentucky,7822,18985,,7822
3382979,casa,casawealth.org,2009.0,information services,10001+,"bedfordview, gauteng, south africa",south africa,linkedin.com/company/casa_2,7820,8329,,7820
6276594,us navy reserve,navy.mil,1915.0,military,10001+,,,linkedin.com/company/u-s--navy-reserve,7811,17286,,7811
4868672,shoppers drug mart,shoppersdrugmart.ca,,retail,10001+,"toronto, ontario, canada",canada,linkedin.com/company/shoppers-drug-mart,7799,20164,,7799
3997405,turkish airlines,turkishairlines.com,1933.0,airlines/aviation,10001+,"iÌ‡stanbul, istanbul, turkey",turkey,linkedin.com/company/turkish-airlines,7795,12919,,7795
6648538,ups supply chain solutions,ups-scs.com,1907.0,logistics and supply chain,10001+,"cobb, georgia, united states",united states,linkedin.com/company/ups-supply-chain-solutions,7793,21123,,7793
690130,aricent,aricent.com,2006.0,outsourcing/offshoring,10001+,"redwood city, california, united states",united states,linkedin.com/company/aricent,7769,19483,,7769
3969359,duke university,duke.edu,,higher education,10001+,"durham, north carolina, united states",united states,linkedin.com/company/duke-university,7768,23355,,7768
5610808,heb,heb.com,1905.0,retail,10001+,"san antonio, texas, united states",united states,linkedin.com/company/heb,7767,17091,,7767
5395615,parsons corporation,parsons.com,1944.0,civil engineering,10001+,"pasadena, california, united states",united states,linkedin.com/company/parsons,7762,17425,,7762
5619576,securitas,securitas.nl,1934.0,security and investigations,10001+,"badhoevedorp, north holland, netherlands",netherlands,linkedin.com/company/securitas,7756,18852,,7756
2691592,keybank,key.com,1849.0,banking,10001+,"cleveland, ohio, united states",united states,linkedin.com/company/keybank,7753,20973,,7753
2115675,experian,experian.com,1980.0,information services,10001+,"costa mesa, california, united states",united states,linkedin.com/company/experian,7751,22697,,7751
5293569,dominion,dominionenergy.com,,utilities,10001+,"richmond, virginia, united states",united states,linkedin.com/company/dominionenergy,7751,11264,,7751
1680464,bcln golf limited,,,sporting goods,10001+,,,linkedin.com/company/bcln-golf-limited,7745,7817,,7745
1325510,owner,marcofraschetti.it,,professional training & coaching,10001+,,,linkedin.com/company/owner_29,7738,8738,,7738
4545679,dyncorp international,dyn-intl.com,1951.0,defense & space,10001+,"mclean, virginia, united states",united states,linkedin.com/company/dyncorp-international,7733,21504,,7733
2889528,massmutual financial group,massmutual.com,1851.0,financial services,10001+,"springfield, massachusetts, united states",united states,linkedin.com/company/massmutual-financial-group,7732,18547,,7732
3039833,university of oxford,ox.ac.uk,,research,10001+,"oxford, oxfordshire, united kingdom",united kingdom,linkedin.com/company/university-of-oxford,7731,21812,,7731
4080337,otis elevator company,otis.com,1853.0,consumer services,10001+,"belfast, belfast, united kingdom",united kingdom,linkedin.com/company/otis_elevators,7728,17854,,7728
5513834,cameron,c-a-m.com,1833.0,oil & energy,10001+,"houston, texas, united states",united states,linkedin.com/company/cameron,7727,18661,,7727
298717,mindtree,,,information technology and services,10001+,,,linkedin.com/company/mindtreeltd,7720,15023,,7720
2148647,oriflame,oriflame.com,1967.0,cosmetics,10001+,,luxembourg,linkedin.com/company/oriflame,7718,12744,,7718
